lyrics,artist
Riding 'round in it (Flawless),beyonce
Flossin' on that (Flawless),beyonce
This diamond (Flawless),beyonce
My diamond (Flawless),beyonce
This rock (Flawless),beyonce
My Roc (Flawless),beyonce
"I woke up like this, I woke up like this",beyonce
"We flawless—ladies, tell 'em",beyonce
"I woke up like this, I woke up like this",beyonce
"We flawless—ladies, tell 'em",beyonce
"Say, ""I look so good tonight""  (Right— Right— Right—)",beyonce
"Goddamn, Goddamn",beyonce
"Say, ""I look so good tonight""  (Right— Right— Right—)",beyonce
"Goddamn, Goddamn, Goddamn!",beyonce
"""The judges give champion Skeleton Crew 4 stars, a perfec",beyonce
"The challenger, Girls' TYME, receives... 3 stars",beyonce
"Skeleton Crew, champions once again",beyonce
"Congratulations, we'll see you next week""",beyonce
<|endoftext|>,beyonce
Remember those walls I built?,beyonce
"Well, baby, they're tumblin' down",beyonce
And they didn't even put up a fight,beyonce
They didn't even make a sound,beyonce
I found a way to let you in,beyonce
But I never really had a doubt,beyonce
Standin' in the light of your halo,beyonce
I got my angel now,beyonce
It's like I've been awakened,beyonce
Every rule I had you breakin',beyonce
It's the risk that I'm takin',beyonce
I ain't never gonna shut you out,beyonce
Everywhere I'm lookin' now,beyonce
I'm surrounded by your embrace,beyonce
"Baby, I can see your halo",beyonce
You know you're my savin' grace,beyonce
You're everything I need and more,beyonce
It's written all over your face,beyonce
"Baby, I can feel your halo",beyonce
Pray it won't fade away,beyonce
"I can feel your halo, halo, halo",beyonce
"I can see your halo, halo, halo",beyonce
"I can feel your halo, halo, halo",beyonce
"I can see your halo, halo",beyonce
Halo,beyonce
Hit me like a ray of sun,beyonce
Burnin' through my darkest night,beyonce
You're the only one that I want,beyonce
Think I'm addicted to your light,beyonce
I swore I'd never fall again,beyonce
But this don't even feel like fallin',beyonce
Gravity can't begin,beyonce
To pull me back to the ground again,beyonce
It's like I've been awakened,beyonce
Every rule I had you breakin',beyonce
The risk that I'm takin',beyonce
I'm never gonna shut you out,beyonce
Everywhere I'm lookin' now,beyonce
I'm surrounded by your embrace,beyonce
"Baby, I can see your halo",beyonce
You know you're my savin' grace,beyonce
You're everything I need and more,beyonce
It's written all over your face,beyonce
"Baby, I can feel your halo",beyonce
Pray it won't fade away,beyonce
"I can feel your halo, halo, halo",beyonce
"I can see your halo, halo, halo",beyonce
"I can feel your halo, halo, halo",beyonce
"I can see your halo, halo",beyonce
"I can feel your halo, halo, halo",beyonce
"I can see your halo, halo, halo",beyonce
"I can feel your halo, halo, halo",beyonce
"I can see your halo, halo",beyonce
Halo,beyonce
Halo,beyonce
Ooh,beyonce
Everywhere I'm lookin' now,beyonce
I'm surrounded by your embrace,beyonce
"Baby, I can see your halo",beyonce
You know you're my savin' grace,beyonce
You're everything I need and more,beyonce
It's written all over your face,beyonce
"Baby, I can feel your halo",beyonce
Pray it won't fade away,beyonce
"I can feel your halo, halo, halo",beyonce
"I can see your halo, halo, halo",beyonce
"I can feel your halo, halo, halo",beyonce
"I can see your halo, halo",beyonce
"Halo, oh oh",beyonce
"I can feel your halo, halo, halo",beyonce
"I can see your halo, halo, halo",beyonce
"I can feel your halo, halo, halo",beyonce
"I can see your halo, halo",beyonce
Halo,beyonce
<|endoftext|>,beyonce
"Tryna rain, tryna rain on the thunder",beyonce
Tell the storm I'm new,beyonce
"I'ma walk, I'ma march on the regular",beyonce
Painting white flags blue,beyonce
"Lord, forgive me, I've been running",beyonce
Running blind in truth,beyonce
"I'ma rain, I'ma rain on this bitter love",beyonce
Tell the sweet I'm new,beyonce
"I'm telling these tears, ""Go and fall away, fall away,"" o",beyonce
May the last one burn into flames,beyonce
Freedom! Freedom! I can't move,beyonce
"Freedom, cut me loose! Yeah",beyonce
Freedom! Freedom! Where are you?,beyonce
"'Cause I need freedom, too!",beyonce
I break chains all by myself,beyonce
Won't let my freedom rot in hell,beyonce
Hey! I'ma keep running,beyonce
'Cause a winner don't quit on themselves,beyonce
"I'ma wade, I'ma wave through the waters",beyonce
"Tell the tide, ""Don't move""",beyonce
"I'ma riot, I'ma riot through your borders",beyonce
Call me bulletproof,beyonce
"Lord, forgive me, I've been runnin'",beyonce
Runnin' blind in truth,beyonce
"I'ma wade, I'ma wave through your shallow love",beyonce
Tell the deep I'm new,beyonce
"I'm telling these tears, ""Go and fall away, fall away,"" o",beyonce
May the last one burn into flames,beyonce
Freedom! Freedom! I can't move,beyonce
"Freedom, cut me loose!",beyonce
Freedom! Freedom! Where are you?,beyonce
"'Cause I need freedom, too!",beyonce
I break chains all by myself,beyonce
Won't let my freedom rot in hell,beyonce
Hey! I'ma keep running,beyonce
'Cause a winner don't quit on themselves,beyonce
"Ten Hail Marys, I meditate for practice",beyonce
Channel 9 news tell me I'm movin' backwards,beyonce
"Eight blocks left, death is around the corner",beyonce
Seven misleadin' statements 'bout my persona,beyonce
Six headlights wavin' in my direction (Come on),beyonce
Five-O askin' me what's in my possession,beyonce
"Yeah, I keep runnin', jump in the aqueducts",beyonce
Fire hydrants and hazardous,beyonce
Smoke alarms on the back of us,beyonce
"But mama, don't cry for me, ride for me",beyonce
"Try for me, live for me",beyonce
"Breathe for me, sing for me",beyonce
Honestly guidin' me,beyonce
I could be more than I gotta be,beyonce
"Stole from me, lied to me, nation hypocrisy",beyonce
"Code on me, drive on me",beyonce
"Wicked, my spirit inspired me, like yeah",beyonce
Open correctional gates in higher desert (Yeah),beyonce
Open our mind as we cast away oppression (Yeah),beyonce
Open the streets and watch our beliefs,beyonce
And when they carve my name inside the concrete,beyonce
I pray it forever reads,beyonce
Freedom! Freedom! I can't move,beyonce
"Freedom, cut me loose!",beyonce
Freedom! Freedom! Where are you?,beyonce
"'Cause I need freedom, too!",beyonce
I break chains all by myself,beyonce
Won't let my freedom rot in hell,beyonce
Hey! I'ma keep running,beyonce
'Cause a winner don't quit on themselves,beyonce
What you want from me?,beyonce
"Is it truth you seek? Oh, father, can you hear me?",beyonce
What you want from me?,beyonce
"Is it truth you seek? Oh, father, can you hear me?",beyonce
Hear me out,beyonce
"I had my ups and downs, but I always find the inner stren",beyonce
<|endoftext|>,beyonce
Oh na na na,beyonce
Oh na na na,beyonce
Oh na na na,beyonce
Don't hurt yourself,beyonce
Don't hurt yourself,beyonce
Who the fuck do you think I is?,beyonce
"You ain't married to no average bitch, boy",beyonce
"You can watch my fat ass twist, boy",beyonce
"As I bounce to the next dick, boy",beyonce
"And keep your money, I got my own",beyonce
Keep a bigger smile on my face being alone,beyonce
"Bad motherfucker, God complex",beyonce
"Motivate your ass, call me Malcolm X",beyonce
"Yo operator, or innovator",beyonce
"Fuck you, hater, you can't recreate her, no, nuh-uh",beyonce
"You'll never recreate her, no, hell no",beyonce
We just got to let it be,beyonce
"Let it be, let it be, let it be, baby",beyonce
You just got to let it be,beyonce
"Let it be, let it be, let it be, babe",beyonce
"When you hurt me, you hurt yourself",beyonce
Don't hurt yourself,beyonce
"When you diss me, you diss yourself",beyonce
Don't hurt yourself,beyonce
"When you hurt me, you hurt yourself",beyonce
Don't hurt yourself (Don't hurt yourself),beyonce
Don't hurt yourself,beyonce
"When you love me, you love yourself",beyonce
Love God herself,beyonce
I am the dragon breathing fire,beyonce
"Beautiful mane, I'm the lion",beyonce
"Beautiful man, I know you're lying",beyonce
"I am not broken, I'm not crying, I'm not crying",beyonce
You ain't trying hard enough,beyonce
You ain't loving hard enough,beyonce
You don't love me deep enough,beyonce
We not reaching peaks enough,beyonce
"Blindly in love, I fucks with you",beyonce
'Til I realize I'm just too much for you,beyonce
I'm just too much for you,beyonce
You just got to let it be,beyonce
"Let it be, let it be, let it be, baby",beyonce
"Hey baby, who the fuck do you think I is?",beyonce
"I smell that fragrance on your Louis knit, boy",beyonce
"Just give my fat ass a big kiss, boy",beyonce
"Tonight I'm fucking up all your shit, boy",beyonce
"When you hurt me, you hurt yourself",beyonce
Try not to hurt yourself,beyonce
"When you play me, you play yourself",beyonce
Don't play yourself,beyonce
"When you lie to me, you lie to yourself",beyonce
You only lying to yourself (Don't hurt yourself),beyonce
"When you love me, you love yourself",beyonce
Love God herself,beyonce
We just got to let it be,beyonce
"Let it be, let it be, let it be, let it be, babe",beyonce
"Uh, this is your final warning (Don't hurt yourself)",beyonce
You know I give you life (Don't hurt yourself),beyonce
If you try this shit again (Don't hurt yourself),beyonce
You gon' lose your wife,beyonce
<|endoftext|>,beyonce
"Let me sit this ass on you, show you how I feel",beyonce
"Let me take this off, will you watch me",beyonce
"Yes, mass appeal",beyonce
"Don't take your eyes, don't take your eyes off it",beyonce
"Watch it, babe",beyonce
"If you like, you can touch me, baby",beyonce
"Do you, do you wanna touch me, baby?",beyonce
"Grab a hold, don't let go",beyonce
"Let me know, that you, ready",beyonce
"I just wanna show you now, slow it down, go around",beyonce
"You rock hard, I rock steady",beyonce
"And rock right up to, the side of my mountain",beyonce
"Climb until you reach my peak, baby, peak, baby, peak",beyonce
And reach right into the bottom of my fountain,beyonce
"I wanna play in your deep, baby, your deep, baby, deep",beyonce
Then dip me under where you can feel my river flow and fl,beyonce
Hold me 'til I scream for air to breathe,beyonce
And wash me over until my well runs dry,beyonce
"Send all your sins all over me, babe, over me",beyonce
Rock it 'til waterfalls,beyonce
Rock it 'til waterfalls,beyonce
Rock it 'til waterfalls,beyonce
Bathe in these waterfalls,beyonce
I do it like it's my profession,beyonce
I gotta make a confession,beyonce
"I'm proud of all this bass, when you put it in your face",beyonce
"By the way, if you need a personal trainer or a therapist",beyonce
"I can be a piece of sunshine, inner peace, entertainer",beyonce
Anything else that you may read between the lines,beyonce
You and I create rockets and waterfalls,beyonce
"So rock right up to, the side of my mountain",beyonce
"Climb until you reach my peak, baby, peak, baby, peak",beyonce
And reach right into the bottom of my fountain,beyonce
"I wanna play in your deep, baby, your deep, baby, deep",beyonce
Then dip me under where you can feel my river flow and fl,beyonce
Hold me 'til I scream for air to breathe,beyonce
And wash me over until my well runs dry,beyonce
"Send all your sins all over me babe, over me",beyonce
"Hard, rock, steady, rock, hard, rock, steady",beyonce
"Rock, hard, rock, steady, rock, hard, rock, steady",beyonce
Don't you know that I give you the loving if you need it,beyonce
"I give you my word, you can believe it",beyonce
Your love feels like all four seasons growing inside me,beyonce
"Life has a reason, swimming in my love, your love lifting",beyonce
"Higher, harder",beyonce
"Got me screaming to the Lord, boy",beyonce
"Kiss me, pray we don't overflow",beyonce
"Baby, I know you can feel it pulse",beyonce
Keeping the peak of my waterfall,beyonce
"Rock it, baby, rock it, baby, rock it 'til the water fall",beyonce
Damn,beyonce
I can't help but love the way we make love,beyonce
"Daddy, daddy",beyonce
"Ooh child, ooh now, yes Lord, damn baby",beyonce
"Driving me cray, cray",beyonce
You ain't right for doing it to me like that daddy,beyonce
"Even though I've been a bad, bad, bad, bad, bad, bad, bad",beyonce
Tell me what you're gonna do about that,beyonce
"Punish me, please",beyonce
Punish me please,beyonce
"Daddy, what you gon' do with all this ass",beyonce
All up in your face?,beyonce
"Yeah, hell yeah, ride me so deep",beyonce
"Ooh, my shit's so good that it ain't even right",beyonce
I know I'm right,beyonce
"Hell yeah, you the shit",beyonce
That's why you're my equivalent,beyonce
So sexy,beyonce
We're so much more than pointless fixtures,beyonce
"Instagram pictures, consumers",beyonce
What about that ching-ching-ching,beyonce
"Wanna rock that, wanna rock that ching-ching",beyonce
"Baby boomers, baby, baby, baby, baby",beyonce
"Cyclical trends, tryna fit in",beyonce
